1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,-0.00022173479097878907,-2.5159673868031014e-5,6.540281203590986e-6,0.02407660585144374,-0.5525588657210271,-0.1056179448759793
3.0,-0.0002206643776821065,0.001191045556192632,-0.05191316246634733,0.17478563910028214,-1.4876693733550166,-0.010386334411840264
4.0,-0.0027211742825265263,0.010033727405578218,-0.22022016288801224,0.5213366770162264,-2.823754818970777,0.31927212085458134
5.0,-0.013584676631354054,0.03612523819926893,-0.4442985147668667,1.03233746140533,-3.6537306156482203,0.7563074878767743
6.0,-0.03568572492833919,0.08767361014392487,-0.7388197247103782,1.6204798800159952,-3.897027945595576,1.1983436251605322
7.0,-0.0724268531503416,0.16881811050476372,-0.9606378876102356,2.1749938002518348,-3.934362898209413,1.504007214572552
8.0,-0.12037335408944935,0.2776135819649095,-1.129601868871101,2.5763601572776804,-3.939398910222931,1.6580047005843892
9.0,-0.17662502428575513,0.40635823751701755,-1.2212687268784064,2.708640284060066,-3.9403314815742103,1.7202400437699261
10.0,-0.23782885992835115,0.5417835736819367,-1.2044163724293417,2.617856586809368,-3.9405760947852815,1.73347926300281
11.0,-0.2979750753677646,0.6727108664078687,-1.1310342669110023,2.3368733542792386,-3.940653419859374,1.7209312707998896
12.0,-0.35450909435795486,0.789524165918653,-1.0377242422562016,1.9588398662790147,-3.9406652108904296,1.6891847377855016
13.0,-0.40640448157510634,0.887406279286353,-0.914261476706309,1.524971934837086,-3.940625820183507,1.633842440083513
14.0,-0.4521362678429534,0.9637182392103475,-0.7443139255387765,1.067702178481901,-3.9404853713090255,1.5317454722719148
15.0,-0.4893258741133513,1.0171776529412664,-0.5951443429572704,0.5922791355719756,-3.939998069356373,1.3405444492509784
16.0,-0.5191173477531338,1.046861744639685,-0.4152586693707315,0.06025616830175163,-3.937251640464603,0.9054226765796279
17.0,-0.5399419435748429,1.0499207523879388,-0.21722593756406317,-0.5764880151780366,-3.8942667421343002,-0.14552549004238075
18.0,-0.5508487639613087,1.0211476552106735,0.14024306439272935,-1.404524526223606,-2.590444854560934,-1.1432111762506176
19.0,-0.5438783119938536,0.9509664473108682,0.7222998668821471,-2.5630690990440304,3.0999271875055228,-1.6038401758679484
20.0,-0.5078341073672531,0.8226199010559198,1.3869476278723663,-3.9038806918770206,3.843762755980837,-1.7485968703920252
21.0,-0.43850228158613885,0.6274171298078011,2.159434367982036,-5.471368257725766,3.9198512656836693,-1.813954224321342
